ID;ID;phi1A;PHIA;phi2A;phi1B;PHIB;phi2B;q0A;q1A;q2A;q3A;q0B;q1B;q2B;q3B;distanceAB
ID;13581;0.580004;0.61698;5.82809;0.850867;1.35595;5.86642;-0.950935;-0.263856;-0.150217;-0.059468;-0.760571;-0.505394;-0.371454;-0.167723;0.396605
ID;13582;0.562221;1.04838;5.75479;0.777034;1.2825;5.89312;-0.865607;-0.427919;-0.259606;-0.0146402;-0.786394;-0.499205;-0.329601;-0.154083;0.189226
ID;13583;0.991588;1.45494;5.75549;0.743431;1.5635;5.66431;-0.726861;-0.482165;-0.457948;-0.171681;-0.708307;-0.547306;-0.443629;-0.04417;0.145219
ID;13584;0.167326;0.830783;6.17497;0.895119;1.5785;5.76248;-0.914559;-0.399724;-0.0554205;-0.0270398;-0.69207;-0.53927;-0.461564;-0.131096;0.499916
ID;13585;1.11902;1.70905;5.9575;0.725497;1.75831;5.73055;-0.605597;-0.565882;-0.49868;-0.253668;-0.635423;-0.618203;-0.459381;-0.0550584;0.211623
ID;13586;0.79656;1.05449;5.77122;1.25649;1.63214;6.06083;-0.855463;-0.39925;-0.306206;-0.122558;-0.595529;-0.538228;-0.49088;-0.338662;0.412411
ID;13587;1.0351;1.22862;5.85054;0.717615;1.50722;5.84451;-0.780376;-0.428023;-0.386041;-0.242451;-0.722141;-0.573066;-0.373939;-0.101374;0.211291
ID;13588;1.28462;1.60886;6.03119;0.535683;1.09186;6.08629;-0.603117;-0.518057;-0.500644;-0.342378;-0.842412;-0.48477;-0.185958;-0.14408;0.44725
ID;13589;0.740993;0.975587;6.03068;0.560191;0.329036;5.80995;-0.857151;-0.412032;-0.223357;-0.213621;-0.985565;-0.142395;-0.0809097;-0.0428785;0.374527
ID;13590;1.44236;1.52403;6.16281;0.579999;1.49838;5.86882;-0.571077;-0.490135;-0.486201;-0.444126;-0.72973;-0.598592;-0.324827;-0.0605708;0.462466
ID;13591;0.831877;0.713083;5.87093;0.988722;1.81579;5.81744;-0.916559;-0.283653;-0.203388;-0.195177;-0.594486;-0.588807;-0.524005;-0.159095;0.55571
ID;13592;0.531398;1.17752;5.92163;0.268756;1.59814;6.07847;-0.828633;-0.500893;-0.239788;-0.0705367;-0.697016;-0.696718;-0.168089;-0.0223272;0.251933
ID;13593;0.273742;1.46603;6.19702;0.129395;0.620842;6.15387;-0.739893;-0.65831;-0.119761;-0.0695976;-0.952205;-0.302908;-0.0394027;-3.7868e-05;0.430737
ID;13594;1.08865;1.53564;5.97893;0.105893;1.53868;6.26362;-0.6648;-0.53282;-0.445567;-0.27498;-0.717702;-0.694292;-0.0436094;-0.030998;0.505328
ID;13595;0.755733;0.446086;5.58806;0.923295;1.25098;5.65107;-0.974781;-0.165504;-0.146756;-0.0295486;-0.8021;-0.417179;-0.410809;-0.11761;0.416079
ID;13596;0.513569;1.29674;5.92032;0.505438;0.803154;5.86034;-0.794808;-0.546826;-0.256245;-0.0600033;-0.919661;-0.349519;-0.174975;-0.0380001;0.24885
ID;13597;1.10952;0.98319;5.84169;0.764214;0.752423;5.91101;-0.832861;-0.337063;-0.33046;-0.289011;-0.912252;-0.309672;-0.197702;-0.181145;0.190849
ID;13598;0.652363;0.797006;5.98621;0.383094;1.60972;5.95295;-0.907131;-0.345139;-0.177352;-0.162908;-0.692969;-0.675377;-0.251644;-0.0183207;0.429135
ID;13599;0.494796;0.854222;5.85064;0.63652;1.14495;5.74811;-0.909725;-0.370507;-0.185263;-0.0283266;-0.839481;-0.451395;-0.299495;-0.0426169;0.157421
ID;13600;0.878523;0.91993;5.94778;0.894762;1.38787;6.01862;-0.863231;-0.364626;-0.2532;-0.240356;-0.730887;-0.535093;-0.350317;-0.23824;0.237221
ID;13601;0.552409;1.43047;6.10602;0.789029;0.390836;5.5673;-0.741689;-0.612644;-0.233956;-0.140813;-0.980311;-0.141751;-0.132707;-0.0358693;0.554759
ID;13602;0.454442;1.02645;6.03809;0.933354;1.5037;6.08856;-0.866397;-0.461262;-0.168252;-0.0910229;-0.681164;-0.577216;-0.365101;-0.263701;0.342737
ID;13603;0.869304;1.26916;6.01251;0.992454;1.74688;5.9158;-0.769514;-0.499116;-0.31991;-0.237461;-0.611082;-0.596083;-0.481948;-0.197457;0.250373
ID;13604;0.237277;1.33423;6.20486;0.210054;0.592615;6.14649;-0.78313;-0.611035;-0.0972298;-0.0623718;-0.955778;-0.287613;-0.0503705;-0.035073;0.372762
ID;13605;0.540868;1.1337;6.05314;0.79569;0.716533;5.7822;-0.833428;-0.497579;-0.201894;-0.130578;-0.926357;-0.2795;-0.211745;-0.137498;0.237919
ID;13606;0.772483;0.307621;5.62893;0.979393;1.77991;5.768;-0.986468;-0.115847;-0.100255;-0.0583806;-0.61257;-0.569986;-0.528119;-0.144789;0.749966
ID;13607;1.03596;1.21528;5.80009;0.633712;1.64397;5.70284;-0.789827;-0.414018;-0.393133;-0.224073;-0.680526;-0.601635;-0.417839;-0.0181623;0.3014
ID;13608;0.732799;1.17828;5.61146;0.761588;1.31602;5.59742;-0.831032;-0.42417;-0.358918;-0.0253845;-0.790643;-0.458275;-0.40493;-0.0299877;0.0702475
ID;13609;0.763227;1.00574;5.99711;0.851975;1.75885;5.62376;-0.851385;-0.41712;-0.241409;-0.207065;-0.634641;-0.560672;-0.52832;-0.0612903;0.416716
ID;13610;0.856755;1.32238;6.16089;0.681904;1.29575;5.8827;-0.736638;-0.541939;-0.288732;-0.283371;-0.789487;-0.517251;-0.310895;-0.111828;0.182795
ID;13611;0.820615;1.48727;5.83533;0.678242;1.30473;6.14783;-0.723266;-0.545315;-0.401144;-0.136387;-0.765553;-0.557527;-0.240199;-0.213064;0.183889
ID;13612;0.235227;1.04302;6.09009;0.627814;1.38482;5.7066;-0.866876;-0.486809;-0.105879;-0.0182647;-0.769456;-0.526097;-0.361623;-0.0197142;0.277368
ID;13613;0.53363;1.0149;6.0071;1.06627;1.13456;5.81906;-0.866751;-0.446664;-0.191409;-0.112236;-0.805429;-0.387553;-0.372206;-0.250097;0.243392
ID;13614;0.411984;1.34572;6.10827;1.00236;1.31733;5.95342;-0.776555;-0.596583;-0.18027;-0.0924838;-0.74651;-0.481241;-0.378191;-0.260964;0.286929
ID;13615;0.494327;1.35448;5.86245;0.91794;0.730262;5.63913;-0.778778;-0.562192;-0.27681;-0.0286696;-0.925332;-0.253597;-0.251374;-0.127517;0.358465
ID;13616;0.556979;1.39674;5.79329;0.689693;0.812029;5.9809;-0.765462;-0.556879;-0.321395;-0.0256831;-0.901521;-0.347359;-0.187958;-0.176846;0.322434
ID;13617;0.668385;1.12204;5.87535;0.928887;1.6192;6.08976;-0.839537;-0.456861;-0.272684;-0.109993;-0.643673;-0.612978;-0.385293;-0.247979;0.30856
ID;13618;0.804747;1.44946;6.1479;0.797768;1.19479;5.5418;-0.707127;-0.591044;-0.300244;-0.245951;-0.826475;-0.403984;-0.391399;-0.0233055;0.328764
ID;13619;0.623127;0.841828;5.66429;0.525147;1.19183;5.8862;-0.912714;-0.332306;-0.237745;-0.00192907;-0.825936;-0.502659;-0.24971;-0.0529986;0.198573
ID;13620;0.570141;0.815158;5.96272;0.808927;0.221453;5.60255;-0.910939;-0.357732;-0.170737;-0.114313;-0.991832;-0.0812441;-0.0748984;-0.0637098;0.309019
ID;13621;0.796692;0.832631;5.73404;0.420108;1.40036;6.17523;-0.907588;-0.316238;-0.252046;-0.112913;-0.75543;-0.622027;-0.168162;-0.11887;0.353593
ID;13622;0.707168;1.54524;5.69751;0.784593;1.59744;6.00636;-0.714762;-0.557187;-0.420438;-0.043473;-0.675263;-0.617911;-0.362634;-0.175219;0.161252
ID;13623;0.881397;1.45705;6.16782;1.30141;1.68766;6.04257;-0.692093;-0.584783;-0.31824;-0.278854;-0.573291;-0.535892;-0.520692;-0.336209;0.247165
ID;13624;0.92538;1.6274;5.82835;1.10236;1.37988;5.89545;-0.667893;-0.560517;-0.462717;-0.160102;-0.722569;-0.467858;-0.431544;-0.269763;0.156917
ID;13625;0.640353;1.26153;5.67911;0.724739;1.56101;5.91196;-0.807444;-0.479234;-0.343735;-0.0146467;-0.699486;-0.600611;-0.366571;-0.124944;0.197996
ID;13626;0.81621;1.60554;6.13898;0.28872;1.31181;6.10306;-0.65587;-0.63793;-0.332282;-0.22906;-0.791327;-0.593197;-0.141664;-0.0430083;0.30332
ID;13627;0.849609;0.423535;5.60955;0.716498;1.05056;5.64481;-0.973879;-0.152117;-0.14505;-0.0859111;-0.864523;-0.390726;-0.314312;-0.0337861;0.317976
ID;13628;1.05691;1.20876;5.99825;1.00166;1.01357;5.91475;-0.762315;-0.445081;-0.353288;-0.309785;-0.830852;-0.375865;-0.307099;-0.272212;0.114225
ID;13629;0.986474;1.84132;5.72799;1.06027;1.35747;6.01586;-0.591278;-0.570995;-0.554599;-0.129518;-0.71799;-0.494498;-0.386802;-0.300578;0.282587
ID;13630;0.512983;1.24114;6.15009;0.606866;1.28426;5.79873;-0.798915;-0.551422;-0.184596;-0.153602;-0.799324;-0.511931;-0.31082;-0.048983;0.168834
ID;13631;1.19239;1.3692;5.93962;0.640309;1.56396;6.00623;-0.705944;-0.454871;-0.439292;-0.318996;-0.697842;-0.631863;-0.311981;-0.128194;0.29086
ID;13632;1.14423;1.04213;5.86209;0.959695;1.25185;5.77945;-0.811213;-0.352963;-0.351038;-0.306796;-0.789453;-0.435886;-0.391432;-0.183162;0.155936
ID;13633;0.883911;1.24742;5.86268;0.766893;1.63671;5.87796;-0.790027;-0.46417;-0.354486;-0.186397;-0.67228;-0.608201;-0.403761;-0.122915;0.203
ID;13634;0.922566;1.52295;6.01463;0.851839;1.78906;5.75602;-0.685464;-0.571196;-0.387065;-0.232497;-0.617658;-0.601752;-0.496146;-0.101158;0.186496
ID;13635;1.09262;1.53256;6.19656;0.440711;1.56521;6.24893;-0.631257;-0.576368;-0.385598;-0.347317;-0.694485;-0.685339;-0.165887;-0.143115;0.326789
ID;13636;1.03667;1.32928;5.86255;1.33783;1.40464;6.05399;-0.750093;-0.460159;-0.410689;-0.238639;-0.649043;-0.457644;-0.455922;-0.401796;0.19751
ID;13637;0.834131;1.18108;5.69032;0.646077;1.57292;6.05647;-0.824605;-0.420989;-0.364422;-0.0999587;-0.690883;-0.641519;-0.299194;-0.147027;0.270986
ID;13638;1.01042;1.4954;6.15223;0.729113;1.04222;5.7905;-0.663496;-0.572202;-0.367319;-0.312145;-0.861214;-0.4078;-0.285566;-0.102284;0.343513
ID;13639;1.02883;1.34057;5.9674;0.0955775;1.44359;6.19064;-0.734368;-0.486025;-0.386884;-0.273503;-0.75062;-0.657813;-0.062059;-0.00113671;0.461771
ID;13640;0.80743;1.716;5.66948;1.3288;1.47771;6.17029;-0.650886;-0.573449;-0.493461;-0.0632448;-0.606783;-0.505921;-0.444487;-0.422243;0.373357
ID;13641;0.720734;1.51752;5.89047;0.626287;0.337234;5.7511;-0.715951;-0.584124;-0.363557;-0.118487;-0.984724;-0.14045;-0.0918545;-0.0464176;0.598913
ID;13642;0.627116;1.12286;5.65853;0.624223;1.43899;5.72881;-0.846495;-0.431477;-0.311885;-0.00104225;-0.751681;-0.547851;-0.366259;-0.0262639;0.161809
ID;13643;0.311444;1.46378;5.98358;0.225951;1.18122;6.05817;-0.7439;-0.637327;-0.201015;-0.00440162;-0.830602;-0.54277;-0.124501;-0.000390514;0.149567
ID;13644;0.611881;1.11072;5.94705;0.386036;1.56412;6.11235;-0.841648;-0.469117;-0.240667;-0.11678;-0.705359;-0.677602;-0.193699;-0.0761923;0.257409
ID;13645;0.687342;1.49503;6.25488;0.349662;0.750882;5.98947;-0.693923;-0.63676;-0.238099;-0.237311;-0.929982;-0.347873;-0.115933;-0.026023;0.449587
ID;13646;0.0958611;1.52246;6.26934;0.856496;1.48932;5.6989;-0.723381;-0.688773;-0.0378184;-0.029682;-0.728517;-0.509341;-0.44708;-0.0997717;0.456309
ID;13647;0.354508;1.0967;6.08239;0.900409;1.53893;6.18607;-0.850866;-0.501316;-0.142882;-0.0655243;-0.661122;-0.61099;-0.332804;-0.280803;0.363166
ID;13648;0.397833;1.09099;5.91355;0.880752;1.5108;6.09089;-0.854786;-0.481107;-0.194246;-0.0120542;-0.685292;-0.589248;-0.350436;-0.245676;0.347282
ID;13649;0.494284;0.681875;5.89427;1.21061;1.62274;6.15959;-0.941134;-0.302294;-0.142905;-0.0496297;-0.58929;-0.569756;-0.448709;-0.356055;0.628978
ID;13650;0.206614;1.5206;6.07986;0.239931;1.47319;6.22018;-0.72463;-0.674712;-0.140264;-0.00119299;-0.737864;-0.664078;-0.101365;-0.0654425;0.0770214
ID;13651;0.961342;0.874752;5.70075;0.295592;1.25649;6.16934;-0.889658;-0.303524;-0.295431;-0.170596;-0.805723;-0.575452;-0.119479;-0.0734224;0.3502
ID;13652;0.827843;1.50644;5.75874;0.94423;1.62833;5.68584;-0.721114;-0.533505;-0.428035;-0.110238;-0.676177;-0.52163;-0.506608;-0.118467;0.0916935
ID;13653;0.757774;1.29397;5.53891;0.630932;1.49656;6.0903;-0.797886;-0.440629;-0.411333;-0.00538436;-0.715354;-0.623469;-0.272396;-0.159233;0.28948
ID;13654;0.354756;1.29279;6.10515;0.798565;1.55895;5.69841;-0.795145;-0.581068;-0.158563;-0.0704428;-0.707224;-0.541364;-0.44833;-0.0758872;0.306653
ID;13655;0.332024;1.10683;6.10735;0.854953;1.61186;5.8098;-0.848142;-0.508741;-0.132034;-0.0663715;-0.679878;-0.56811;-0.444719;-0.131308;0.367894
ID;13656;0.758016;0.757102;5.73099;0.202206;0.946665;6.18236;-0.924285;-0.293066;-0.225161;-0.0954546;-0.888911;-0.450632;-0.0688048;-0.0450981;0.230863
ID;13657;0.535789;1.04991;6.03977;1.30004;1.72641;6.03844;-0.856118;-0.463614;-0.190356;-0.126052;-0.561602;-0.544293;-0.530317;-0.32728;0.504653
ID;13658;0.273646;1.5187;6.26162;1.13453;1.37699;5.87636;-0.719531;-0.680963;-0.101251;-0.0911728;-0.721648;-0.455844;-0.442616;-0.274812;0.4521
ID;13659;0.475899;1.38922;6.16308;1.02331;1.52897;5.84897;-0.756177;-0.611875;-0.187937;-0.135958;-0.690658;-0.516353;-0.460945;-0.209525;0.306755
ID;13660;0.382664;1.51797;5.92795;1.0678;1.66129;5.82183;-0.725467;-0.641875;-0.248184;-0.00995072;-0.643634;-0.532861;-0.51112;-0.201374;0.3545
ID;13661;0.531531;1.1417;5.79969;0.45005;0.648817;5.87047;-0.8412;-0.472238;-0.262611;-0.0202081;-0.947674;-0.289547;-0.133278;-0.0176922;0.248522
ID;13662;1.10844;1.20943;5.96114;0.116639;1.01334;6.23062;-0.759886;-0.429201;-0.372839;-0.3152;-0.873917;-0.483531;-0.0410058;-0.0280068;0.460735
ID;13663;0.422978;0.531017;5.88928;1.03572;1.09121;5.76673;-0.964857;-0.240815;-0.10422;-0.0140264;-0.826163;-0.370344;-0.363512;-0.219451;0.383724
ID;13664;0.733353;0.451477;5.62222;0.537511;1.21758;6.01314;-0.973991;-0.171601;-0.143706;-0.0352683;-0.813015;-0.525888;-0.224688;-0.109379;0.407137
ID;13665;0.939757;1.45951;5.85829;0.778577;0.929082;5.80652;-0.720776;-0.517422;-0.420413;-0.189761;-0.883861;-0.362633;-0.263083;-0.134445;0.280867
ID;13666;0.797037;1.403;6.05435;1.06879;1.44554;5.99732;-0.733255;-0.56231;-0.316704;-0.21411;-0.693243;-0.515446;-0.414548;-0.286146;0.13634
ID;13667;0.304518;1.31703;5.98663;0.626479;1.05234;5.86006;-0.790894;-0.584516;-0.181156;-0.00314844;-0.860272;-0.434636;-0.251634;-0.0877732;0.198836
ID;13668;0.700442;1.50561;5.8289;0.354333;0.929819;5.9526;-0.724253;-0.572866;-0.373168;-0.0895946;-0.893799;-0.422307;-0.150556;-0.0106128;0.328907
ID;13669;0.845829;0.918703;5.88844;1.09973;1.51985;6.04305;-0.873639;-0.360773;-0.257716;-0.200451;-0.65896;-0.539978;-0.427739;-0.302051;0.344382
ID;13670;0.898127;1.76773;5.6174;0.968241;1.41221;5.94189;-0.629891;-0.548611;-0.544849;-0.0735048;-0.723817;-0.514679;-0.395149;-0.234632;0.242138
ID;13671;0.932418;1.63955;5.92167;0.839611;1.4182;6.17815;-0.654774;-0.58327;-0.440617;-0.192155;-0.708329;-0.57986;-0.296245;-0.272528;0.173952
ID;13672;0.888883;1.0927;5.93071;0.546373;1.29149;6.04222;-0.82388;-0.422662;-0.302176;-0.226423;-0.789358;-0.555761;-0.230837;-0.121482;0.187381
ID;13673;1.02994;1.63551;6.02545;0.811089;1.20356;6.08173;-0.633516;-0.583545;-0.437963;-0.257528;-0.786329;-0.495097;-0.274519;-0.247396;0.2414
ID;13674;0.327075;0.589536;5.97728;0.512053;1.45802;6.10173;-0.956816;-0.276089;-0.0904184;-0.010129;-0.735667;-0.626485;-0.226383;-0.122725;0.454283
ID;13675;0.617558;1.49836;6.25952;0.814089;1.64861;5.5287;-0.700201;-0.646334;-0.214628;-0.214255;-0.678766;-0.519646;-0.518493;-0.0202346;0.385112
ID;13676;0.697842;1.38879;5.66261;0.792432;1.65063;5.92477;-0.767868;-0.505843;-0.391945;-0.0296817;-0.662417;-0.616435;-0.399851;-0.146049;0.192533
ID;13677;0.597216;1.4485;5.97058;0.15481;0.749544;6.17913;-0.741426;-0.59519;-0.291125;-0.106225;-0.930291;-0.362998;-0.0472477;-0.0236142;0.397431
ID;13678;1.33098;1.49005;6.10067;0.743389;0.967666;5.70705;-0.617172;-0.492947;-0.465484;-0.399283;-0.882125;-0.367554;-0.285119;-0.0739436;0.478145
ID;13679;0.246954;1.39671;6.1818;0.308699;1.11153;6.01159;-0.763873;-0.633231;-0.111418;-0.0556971;-0.849352;-0.505539;-0.150941;-0.015757;0.163796
ID;13680;0.738806;0.887808;5.7294;0.635085;0.728585;5.67588;-0.89922;-0.342853;-0.258641;-0.0834237;-0.934286;-0.289728;-0.207362;-0.0129795;0.107959
ID;13681;1.35682;1.39909;6.1324;0.941106;1.56508;5.7302;-0.630187;-0.469439;-0.440674;-0.433933;-0.695814;-0.517319;-0.479087;-0.13675;0.311732
ID;13682;0.894436;1.50917;5.80568;0.586134;1.35001;5.96715;-0.712784;-0.530044;-0.433887;-0.150781;-0.773595;-0.562396;-0.272421;-0.105113;0.181636
ID;13683;0.748629;1.27395;5.9537;0.512758;1.4797;6.09879;-0.786309;-0.510425;-0.305308;-0.167246;-0.728637;-0.633632;-0.230274;-0.120714;0.162356
ID;13684;0.437919;1.27328;6.15504;0.821867;1.34472;5.64664;-0.794473;-0.570842;-0.166025;-0.124046;-0.778997;-0.464451;-0.414982;-0.0723896;0.276939
ID;13685;0.700987;1.45574;5.77055;0.610452;1.45287;6.10504;-0.743283;-0.546509;-0.379379;-0.0702058;-0.730151;-0.613241;-0.255165;-0.160328;0.168057
ID;13686;0.57757;1.54043;5.72782;0.868452;1.25274;5.8027;-0.717717;-0.587531;-0.373666;-0.00796937;-0.794965;-0.457852;-0.366076;-0.156176;0.212072
ID;13687;0.304236;0.794367;6.07631;1.06962;1.34041;5.81714;-0.921062;-0.37426;-0.0977816;-0.0448748;-0.748276;-0.446865;-0.431435;-0.232934;0.429699
ID;13688;0.815937;1.17369;5.63884;0.710986;0.596497;5.76567;-0.829628;-0.412579;-0.36933;-0.0713523;-0.951384;-0.240133;-0.169358;-0.0923185;0.292574
ID;13689;1.16647;1.25449;6.0361;0.766256;0.384405;5.54953;-0.725596;-0.446326;-0.381137;-0.359218;-0.981455;-0.139774;-0.130202;-0.0159977;0.591874
ID;13690;0.85082;1.3169;5.69232;0.509166;0.917972;5.8053;-0.784271;-0.459682;-0.40386;-0.102514;-0.896392;-0.390171;-0.209883;-0.0140207;0.251383
ID;13691;1.11458;0.955077;5.83145;0.87795;1.43889;6.08895;-0.839796;-0.325709;-0.324254;-0.28899;-0.708648;-0.56652;-0.336587;-0.252156;0.277838
ID;13692;1.05244;1.14229;6.00822;0.698752;1.25074;6.0953;-0.778513;-0.425837;-0.333029;-0.318861;-0.78444;-0.52881;-0.251101;-0.204846;0.174434
ID;13693;0.594641;1.4914;5.92566;0.692115;1.61289;5.91215;-0.729457;-0.603036;-0.310951;-0.08689;-0.68317;-0.622226;-0.365891;-0.110628;0.0780747
ID;13694;0.857671;1.38179;5.7178;0.918043;1.12831;5.7839;-0.762459;-0.482614;-0.416106;-0.112227;-0.826585;-0.405963;-0.347996;-0.175643;0.136664
ID;13695;0.822838;1.077;5.69249;0.918795;1.52108;6.03149;-0.852702;-0.390005;-0.333035;-0.0994198;-0.684535;-0.574596;-0.38078;-0.237188;0.290177
ID;13696;0.9777;1.20828;6.0548;0.777389;0.368744;5.64423;-0.765902;-0.467858;-0.322174;-0.301175;-0.980698;-0.139248;-0.119246;-0.0679909;0.505026
ID;13697;1.27362;1.65151;6.06373;0.984851;1.3625;5.91153;-0.585984;-0.539565;-0.49918;-0.341045;-0.740562;-0.490378;-0.395134;-0.234448;0.22068
ID;13698;0.650755;1.32976;5.78291;0.86389;1.4949;5.69428;-0.784765;-0.517577;-0.335794;-0.0591554;-0.726502;-0.508179;-0.451491;-0.100524;0.136414
ID;13699;0.830334;1.11467;5.56377;0.262655;0.920256;6.07101;-0.847362;-0.377924;-0.370052;-0.0470424;-0.89571;-0.431607;-0.104439;-0.0226133;0.277232
ID;13700;1.33876;1.46163;6.05472;0.829578;1.38125;5.98984;-0.632804;-0.472821;-0.471134;-0.39247;-0.743306;-0.539223;-0.339165;-0.204209;0.264356
ID;13701;0.627451;1.35021;5.87378;0.951658;1.71106;5.73722;-0.776007;-0.542856;-0.309687;-0.0849383;-0.642372;-0.552976;-0.513926;-0.132119;0.249444
ID;13702;0.702691;1.69899;5.63749;1.03628;1.58645;5.84189;-0.660096;-0.586647;-0.468791;-0.0188166;-0.670735;-0.526829;-0.479872;-0.205644;0.197089
ID;13703;0.751071;1.35116;5.74817;0.725696;1.52251;6.18197;-0.775794;-0.500454;-0.374981;-0.0841363;-0.688965;-0.631704;-0.277159;-0.222396;0.231712
ID;13704;0.824073;1.28421;5.57082;0.795522;0.372016;5.54881;-0.799587;-0.430688;-0.416138;-0.044707;-0.982291;-0.133417;-0.128069;-0.0300399;0.456671
ID;13705;0.764529;0.992397;6.03569;0.683979;1.51442;5.84563;-0.850176;-0.416426;-0.230755;-0.224817;-0.721247;-0.581695;-0.365317;-0.0893176;0.284514
ID;13706;0.633045;1.61662;6.12204;1.01933;1.09705;5.88133;-0.671585;-0.666853;-0.279659;-0.161469;-0.81295;-0.395228;-0.34012;-0.259279;0.328564
ID;13707;1.07289;0.996474;5.92953;0.688283;1.49781;6.07973;-0.822234;-0.361383;-0.312681;-0.309133;-0.711019;-0.614276;-0.293607;-0.175817;0.308568
ID;13708;0.973302;1.62025;6.10392;0.0708893;1.12075;6.25206;-0.635784;-0.607382;-0.394719;-0.266574;-0.846888;-0.530814;-0.0270983;-0.016841;0.503228
ID;13709;0.623475;1.60872;5.9872;1.06665;1.66892;5.82969;-0.684296;-0.64559;-0.319639;-0.113063;-0.640265;-0.537019;-0.510481;-0.202681;0.241791
ID;13710;1.20386;1.52706;6.08622;1.10387;1.42266;5.9252;-0.632768;-0.528687;-0.445679;-0.348518;-0.705422;-0.486078;-0.435812;-0.276;0.111639
ID;13711;1.17285;1.59125;5.99611;0.314544;1.51394;6.12884;-0.632317;-0.532297;-0.476324;-0.299917;-0.72459;-0.667935;-0.159527;-0.058164;0.434355
ID;13712;0.710933;1.54519;6.05422;0.534208;0.614153;5.88263;-0.695407;-0.622329;-0.316081;-0.170904;-0.951094;-0.269855;-0.136189;-0.0636529;0.488024
ID;13713;1.01413;1.07669;5.83258;0.701071;1.66498;5.8291;-0.824704;-0.38125;-0.342818;-0.23872;-0.66791;-0.619635;-0.403826;-0.0829028;0.332303
ID;13714;0.546085;0.886662;6.07032;0.87796;1.7486;5.8727;-0.890819;-0.398435;-0.158897;-0.14981;-0.624087;-0.613345;-0.4607;-0.148588;0.460589
ID;13715;0.580447;1.50638;5.80624;0.69374;1.7188;5.87458;-0.728533;-0.590585;-0.344999;-0.0377364;-0.646269;-0.64528;-0.396667;-0.0927663;0.124405
ID;13716;0.875036;1.37978;5.67551;0.562231;0.90752;5.92003;-0.764433;-0.46942;-0.429789;-0.102804;-0.894356;-0.392258;-0.19566;-0.0893183;0.279897
ID;13717;0.65192;1.04204;5.72349;0.912149;1.08674;5.83383;-0.86639;-0.409184;-0.283439;-0.0399814;-0.833157;-0.401778;-0.325404;-0.196305;0.165589
ID;13718;0.806425;0.705714;5.64413;0.861929;1.09758;5.81507;-0.935105;-0.259184;-0.228581;-0.0784373;-0.836671;-0.410492;-0.3219;-0.166911;0.222085
ID;13719;0.95125;1.63882;6.02806;0.851579;1.20018;5.95251;-0.641716;-0.601791;-0.41453;-0.232836;-0.797451;-0.468892;-0.314716;-0.212525;0.229173
ID;13720;0.775427;0.830654;5.96381;1.44441;1.50922;6.22442;-0.8913;-0.344531;-0.210004;-0.206836;-0.560571;-0.500469;-0.467722;-0.465325;0.522582
ID;13721;0.776584;0.828389;5.53652;0.968777;1.32608;5.76349;-0.915338;-0.291261;-0.277732;-0.0136939;-0.768341;-0.452775;-0.416956;-0.175483;0.306574
ID;13722;0.893614;1.52819;5.91547;0.859034;1.49654;6.14037;-0.697192;-0.55879;-0.407992;-0.18767;-0.686373;-0.596782;-0.32674;-0.256872;0.113865
ID;13723;1.27598;1.69034;6.05562;1.08863;1.49844;5.95815;-0.574498;-0.546458;-0.510893;-0.332151;-0.679499;-0.517898;-0.442304;-0.272817;0.141773
ID;13724;0.798498;0.565361;5.75576;0.868329;1.30475;5.82906;-0.951504;-0.219846;-0.171669;-0.12976;-0.777663;-0.479128;-0.372796;-0.163399;0.375064
ID;13725;0.711812;1.64314;5.69931;0.41659;0.411479;5.92708;-0.679678;-0.583861;-0.441869;-0.0435383;-0.978463;-0.189233;-0.0769788;-0.0295984;0.625229
ID;13726;0.507663;1.02504;5.90426;0.478952;1.59213;6.06836;-0.869707;-0.442977;-0.210331;-0.0560585;-0.693435;-0.672041;-0.242949;-0.0921121;0.294156
ID;13727;0.403976;1.59102;6.06434;0.852322;1.47526;5.76168;-0.696923;-0.679869;-0.218839;-0.0646961;-0.729963;-0.52001;-0.426491;-0.121856;0.271076
ID;13728;0.690834;0.712176;5.726;0.60376;1.4472;6.07947;-0.935176;-0.282912;-0.203691;-0.0625864;-0.734483;-0.608857;-0.260105;-0.148906;0.399066
ID;13729;0.46654;1.29776;6.14031;0.773918;1.56228;5.94559;-0.786349;-0.576459;-0.181298;-0.128379;-0.69328;-0.598125;-0.371467;-0.153694;0.21474
ID;13730;0.116184;1.06399;6.25246;0.379588;0.332107;6.01012;-0.86101;-0.505887;-0.0372268;-0.0368126;-0.984846;-0.156568;-0.0529869;-0.0525033;0.373453
ID;13731;0.693286;1.47315;5.7134;0.780189;1.48068;5.61501;-0.73936;-0.542188;-0.396596;-0.0457129;-0.737082;-0.505257;-0.446897;-0.0413247;0.0626094
ID;13732;0.589514;0.925342;6.06448;1.13454;1.31867;5.94923;-0.879528;-0.410388;-0.175502;-0.164961;-0.727917;-0.454747;-0.410455;-0.308008;0.318549
ID;13733;1.0205;1.64359;5.95032;0.795522;0.548632;5.56711;-0.641059;-0.570995;-0.458616;-0.229521;-0.961851;-0.197132;-0.185794;-0.0382276;0.603866
ID;13734;0.557888;0.390189;5.85363;0.804989;1.30059;5.85656;-0.979011;-0.170708;-0.0918715;-0.0629043;-0.781704;-0.494211;-0.349702;-0.149674;0.470801
